Well-No.	Plate-ID	Image-No.	Control	Field-of-View	X-Coord	Y-Coord	Classes
4022000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/004022000.flex	GOLGI-GT	19	369	333	27
10017000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/010017000.flex	GOLGI-GT	5	398	218	27
14020000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/014020000.flex	GOLGI-GT	10	504	137	27
1021000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/001021000.flex	GOLGI-GT	2	136	277	27
15018000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/015018000.flex	GOLGI-GT	8	309	430	27
5021000	VAMP_DEG_BIN1_Pl75_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl75_20140610/Meas_01(2014-06-10_08-05-57)/005021000.flex	GOLGI-GT	8	117	104	28
8019000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/008019000.flex	GOLGI-GT	18	463	455	28
5023000	VAMP_DEG_BIN1_Pl78_20140618	Z:/WIEBKE_SANTOSH/20140618/image_data_plate_maps/VAMP_DEG_BIN1_Pl78_20140618/PLATE78_Meas_01(2014-06-18_10-27-39)/005023000.flex	GOLGI-GT	13	89	435	28
9020000	VAMP_DEG_BIN1_Pl75_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl75_20140610/Meas_01(2014-06-10_08-05-57)/009020000.flex	GOLGI-GT	9	288	212	28
13018000	VAMP_DEG_BIN1_Pl75_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl75_20140610/Meas_01(2014-06-10_08-05-57)/013018000.flex	GOLGI-GT	17	440	371	28
4003000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/004003000.flex	GOLGIN	27	450	288	29
8011000	VAMP1_DEG_GREEN_20120523	Z:/OperaImages/WIEBKE_SANTOSH/20120523/Images data (+ plate maps)/VAMP1_DEG_GREEN_20120523/Meas_01(2012-05-23_16-34-21)/GOLGIN/008011000.flex	GOLGIN	20	313	197	29
15004000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/015004000.flex	GOLGIN	9	503	280	29
8017000	VAMP1_DEG_YELLOW_20120518	Z:/OperaImages/WIEBKE_SANTOSH/20120518/Images data (+ plate maps)/VAMP1_DEG_YELLOW_20120518/Meas_01(2012-05-18_17-10-23)/GOLGIN/008017000.flex	GOLGIN	7	378	267	29
14004000	VAMP_DEG_NOCOLOR_20120711	Z:/OperaImages/WIEBKE_SANTOSH/20120711/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120711/Meas_01(2012-07-11_14-20-43)/golgin/014004000.flex	GOLGIN	9	340	289	29
5017000	VAMP1_DEG_YELLOW_20120518	Z:/OperaImages/WIEBKE_SANTOSH/20120518/Images data (+ plate maps)/VAMP1_DEG_YELLOW_20120518/Meas_01(2012-05-18_17-10-23)/GOLGIN/005017000.flex	GOLGIN	19	476	448	30
14004000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/golgin/014004000.flex	GOLGIN	5	601	151	30
7003000	20130208_TA_VAMP1_deg	Z:/WIEBKE_SANTOSH/20130208/Images_data_plate_maps/20130208_TA_VAMP1_deg/Meas_01(2013-02-08_13-06-11)/GOLGIN/007003000.flex	GOLGIN	7	593	111	30
4003000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/004003000.flex	GOLGIN	27	450	288	30
16003000	VAMP_DEG_20120828	Z:/WIEBKE_SANTOSH/20120828/Images_data_plate_maps/VAMP_DEG_20120828/Meas_01(2012-08-28_15-22-56)/golgi/016003000.flex	GOLGIN	10	481	149	30
15004000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/015004000.flex	GOLGIN	9	503	280	31
7003000	20130208_TA_VAMP1_deg	Z:/WIEBKE_SANTOSH/20130208/Images_data_plate_maps/20130208_TA_VAMP1_deg/Meas_01(2013-02-08_13-06-11)/GOLGIN/007003000.flex	GOLGIN	7	593	111	31
5013000	VAMP1_DEG_GREEN_20120523	Z:/OperaImages/WIEBKE_SANTOSH/20120523/Images data (+ plate maps)/VAMP1_DEG_GREEN_20120523/Meas_01(2012-05-23_16-34-21)/GOLGIN/005013000.flex	GOLGIN	26	621	246	31
7005000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/golgin/007005000.flex	GOLGIN	4	565	413	31
4003000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/004003000.flex	GOLGIN	27	450	288	31
6018000	VAMP1_DEG_YELLOW_20120518	Z:/OperaImages/WIEBKE_SANTOSH/20120518/Images data (+ plate maps)/VAMP1_DEG_YELLOW_20120518/Meas_01(2012-05-18_17-10-23)/GOLGIN/006018000.flex	GOLGIN	21	254	60	32
16003000	VAMP_DEG_20120828	Z:/WIEBKE_SANTOSH/20120828/Images_data_plate_maps/VAMP_DEG_20120828/Meas_01(2012-08-28_15-22-56)/golgi/016003000.flex	GOLGIN	10	481	149	32
12013000	VAMP_DEG_BLUE_20120713	Z:/OperaImages/WIEBKE_SANTOSH/20120713/Images_data_plate_maps/VAMP_DEG_BLUE_20120713/Meas_01(2012-07-13_17-02-28)/golgin/012013000.flex	GOLGIN	2	212	170	32
15010000	VAMP_DEG_20120807	Z:/OperaImages/WIEBKE_SANTOSH/20120807/Images_data_plate_maps/VAMP_DEG_20120807/Meas_01(2012-08-07_16-24-17)/golgin/015010000.flex	GOLGIN	9	514	354	32
9014000	VAMP1_DEG_RED_20120528	Z:/OperaImages/WIEBKE_SANTOSH/20120528/Images data (+ plate maps)/VAMP1_DEG_RED_20120528/Meas_01(2012-05-28_17-40-34)/GOLGIN/009014000.flex	GOLGIN	3	401	90	32
12006000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/golgin/012006000.flex	GOLGIN	4	191	340	33
6018000	VAMP1_DEG_YELLOW_20120518	Z:/OperaImages/WIEBKE_SANTOSH/20120518/Images data (+ plate maps)/VAMP1_DEG_YELLOW_20120518/Meas_01(2012-05-18_17-10-23)/GOLGIN/006018000.flex	GOLGIN	23	556	223	33
6003000	VAMP_DEG_20120828	Z:/WIEBKE_SANTOSH/20120828/Images_data_plate_maps/VAMP_DEG_20120828/Meas_01(2012-08-28_15-22-56)/golgi/006003000.flex	GOLGIN	10	323	153	33
3004000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/golgin/003004000.flex	GOLGIN	19	328	163	33
5006000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/golgin/005006000.flex	GOLGIN	4	259	432	33
10012000	VAMP_DEG_20120507	Z:/OperaImages/WIEBKE_SANTOSH/20120507/Images data (+ plate maps)/VAMP_DEG_20120507/Meas_01(2012-05-07_16-28-36)/Golgin/010012000.flex	GOLGIN	10	233	224	34
16012000	VAMP1_DEG_OLDPLATE_20120511	Z:/OperaImages/WIEBKE_SANTOSH/20120511/Images data (+ plate maps)/VAMP1_DEG_OLDPLATE_20120511/Meas_01(2012-05-11_11-36-32)/golgin/016012000.flex	GOLGIN	27	338	117	34
6018000	VAMP1_DEG_YELLOW_20120518	Z:/OperaImages/WIEBKE_SANTOSH/20120518/Images data (+ plate maps)/VAMP1_DEG_YELLOW_20120518/Meas_01(2012-05-18_17-10-23)/GOLGIN/006018000.flex	GOLGIN	21	254	60	34
8003000	VAMP_DEG_20120810	Z:/OperaImages/WIEBKE_SANTOSH/20120810/Images_data_plate_maps/VAMP_DEG_20120810/Meas_01(2012-08-10_18-13-55)/golgin/008003000.flex	GOLGIN	23	583	125	34
12010000	VAMP1_DEG_NEWPLATE_20120511	Z:/OperaImages/WIEBKE_SANTOSH/20120511/Images data (+ plate maps)/VAMP1_DEG_NEWPLATE_20120511/Meas_01(2012-05-11_12-05-21)/golgin/012010000.flex	GOLGIN	29	577	111	34
6003000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006003000.flex	LAMP1	5	600	300	35
7005000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/007005000.flex	LAMP1	11	555	149	35
6002000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006002000.flex	LAMP1	7	155	356	35
6010000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/006010000.flex	LAMP1	6	218	278	35
4012000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/004012000.flex	LAMP1	1	190	83	35
6003000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006003000.flex	LAMP1	5	600	300	36
6002000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006002000.flex	LAMP1	7	155	356	36
7005000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/007005000.flex	LAMP1	11	555	149	36
5012000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/005012000.flex	LAMP1	12	96	193	36
6010000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/006010000.flex	LAMP1	6	218	278	36
6003000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006003000.flex	LAMP1	5	600	300	37
7005000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/007005000.flex	LAMP1	11	555	149	37
4012000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/004012000.flex	LAMP1	1	190	83	37
1010000	VAMP_DEG_Pl96_20150317	Z:/WIEBKE_SANTOSH/20150317/image_data_plate_maps/VAMP_DEG_Pl96_20150317/Meas_01(2015-03-17_07-39-24)/001010000.flex	LAMP1	11	62	372	37
6004000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006004000.flex	LAMP1	13	89	141	37
6003000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/006003000.flex	LAMP1	5	600	300	38
7005000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/007005000.flex	LAMP1	11	555	149	38
2003000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/002003000.flex	LAMP1	11	205	98	38
2005000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/002005000.flex	LAMP1	10	528	79	38
14001000	VAMP_DEG_Pl96_20150315	Z:/WIEBKE_SANTOSH/20150315/VAMP_DEG_Pl96_20150315/Meas_01(2015-03-15_18-29-00)/014001000.flex	LAMP1	1	176	107	38
14014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/014014000.flex	RAB5A	6	298	206	39
12014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/012014000.flex	RAB5A	14	57	354	39
8020000	VAMP_DEG_BIN1_Pl59_20140306	Z:/WIEBKE_SANTOSH/20140306/image_data_plate_maps/VAMP_DEG_BIN1_Pl59_20140306/Meas_01(2014-03-06_08-10-02)/008020000.flex	RAB5A	19	436	379	39
5020000	VAMP_DEG_BIN1_Pl59_20140306	Z:/WIEBKE_SANTOSH/20140306/image_data_plate_maps/VAMP_DEG_BIN1_Pl59_20140306/Meas_01(2014-03-06_08-10-02)/005020000.flex	RAB5A	10	121	265	39
14014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/014014000.flex	RAB5A	7	443	109	39
11014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/011014000.flex	RAB5A	6	334	133	40
15022000	VAMP_DEG_BIN1_Pl62_20140320	Z:/WIEBKE_SANTOSH/20140320/image_data_plate_maps/VAMP_DEG_BIN1_Pl62_20140320/Meas_01(2014-03-20_15-37-34)/015022000.flex	RAB5A	18	295	191	40
8005000	VAMP_DEG_BIN1_Pl79_20140617	Z:/WIEBKE_SANTOSH/20140617/image_data_plate_maps/VAMP_DEG_BIN1_Pl79_20140617/Meas_01(2014-06-17_09-37-42)/008005000.flex	RAB5A	2	139	204	40
1020000	VAMP_DEG_BIN1_Pl59_20140306	Z:/WIEBKE_SANTOSH/20140306/image_data_plate_maps/VAMP_DEG_BIN1_Pl59_20140306/Meas_01(2014-03-06_08-10-02)/001020000.flex	RAB5A	10	78	130	40
2020000	VAMP_DEG_BIN1_Pl59_20140306	Z:/WIEBKE_SANTOSH/20140306/image_data_plate_maps/VAMP_DEG_BIN1_Pl59_20140306/Meas_01(2014-03-06_08-10-02)/002020000.flex	RAB5A	14	602	413	40
12014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/012014000.flex	RAB5A	14	57	354	41
12016000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/012016000.flex	RAB5A	6	483	74	41
15015000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/015015000.flex	RAB5A	12	589	321	41
4014000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/004014000.flex	RAB5A	2	115	84	41
11023000	VAMP_DEG_BIN1_Pl62_20140320	Z:/WIEBKE_SANTOSH/20140320/image_data_plate_maps/VAMP_DEG_BIN1_Pl62_20140320/Meas_01(2014-03-20_15-37-34)/011023000.flex	RAB5A	17	387	268	41
11022000	VAMP_DEG_BIN1_Pl62_20140320	Z:/WIEBKE_SANTOSH/20140320/image_data_plate_maps/VAMP_DEG_BIN1_Pl62_20140320/Meas_01(2014-03-20_15-37-34)/011022000.flex	RAB5A	14	424	141	42
11004000	VAMP_DEG_BIN1_Pl79_20140617	Z:/WIEBKE_SANTOSH/20140617/image_data_plate_maps/VAMP_DEG_BIN1_Pl79_20140617/Meas_01(2014-06-17_09-37-42)/011004000.flex	RAB5A	5	609	433	42
13014000	2015-10-30 plate116	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate116/Meas_02(2015-10-30_12-17-25)/013014000.flex	RAB5A	19	303	174	42
15015000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/015015000.flex	RAB5A	12	589	321	42
15012000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/015012000.flex	RAB5A	9	245	74	42
10007000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/010007000.flex	RAB7A	9	460	180	43
15007000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/015007000.flex	RAB7A	19	175	167	43
15017000	VAMP_DEG_BIN1_Pl77_20140610	Z:/WIEBKE_SANTOSH/20140610/image_data_plate_maps/VAMP_DEG_BIN1_Pl77_20140610/Meas_02(2014-06-10_11-10-31)/015017000.flex	RAB7A	8	577	348	43
10009000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/010009000.flex	RAB7A	4	253	419	43
12008000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/012008000.flex	RAB7A	1	193	345	43
9008000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/009008000.flex	RAB7A	13	523	310	44
13006000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/013006000.flex	RAB7A	7	339	125	44
13005000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/013005000.flex	RAB7A	13	435	102	44
12011000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/012011000.flex	RAB7A	18	152	184	44
14002000	VAMP_DEGBIN1_PL54_20140221	Z:/WIEBKE_SANTOSH/20140221/image_data_plate_maps/VAMP_DEGBIN1_PL54_20140221/Meas_01(2014-02-21_09-39-30)/014002000.flex	RAB7A	13	405	367	44
11010000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/011010000.flex	RAB7A	20	197	108	45
10008000	VAMP_DEG_BIN1_Pl61_20140318	Z:/WIEBKE_SANTOSH/20140318/image_data_plate_maps/VAMP_DEG_BIN1_Pl61_20140318/Meas_01(2014-03-18_09-36-52)/010008000.flex	RAB7A	4	121	222	45
15008000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/015008000.flex	RAB7A	19	221	314	45
11002000	VAMP_DEGBIN1_PL54_20140221	Z:/WIEBKE_SANTOSH/20140221/image_data_plate_maps/VAMP_DEGBIN1_PL54_20140221/Meas_01(2014-02-21_09-39-30)/011002000.flex	RAB7A	8	550	323	45
12006000	VAMP_DEG_Bin1_Pl74_20140603	Z:/WIEBKE_SANTOSH/20140603/image_data_plate_maps/VAMP_DEG_Bin1_Pl74_20140603/Meas_01(2014-06-03_17-50-45)/012006000.flex	RAB7A	18	217	378	45
13002000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/tabik/013002000.flex	TABIK	10	353	197	46
13012000	VAMP_DEG_BIN1_Pl65_20140327	Z:/WIEBKE_SANTOSH/20140327/image_data_plate_maps/VAMP_DEG_BIN1_Pl65_20140327/Meas_01(2014-03-27_19-11-34)/013012000.flex	TABIK	11	93	224	46
9019000	VAMP_DEG_BIN1_Pl53_20140225	Z:/WIEBKE_SANTOSH/20140225/image_data_plate_maps/VAMP_DEG_BIN1_Pl53_20140225/Meas_01(2014-02-25_10-13-25)/009019000.flex	TABIK	18	191	318	46
15015000	VAMP_DEG_BIN1_PL72_20140506	Z:/WIEBKE_SANTOSH/20140506/image_data_plate_maps/VAMP_DEG_BIN1_PL72_20140506/Meas_01(2014-05-06_07-36-43)/015015000.flex	TABIK	1	235	336	46
1007000	VAMP_DEG_ORANGE_20120620	Z:/OperaImages/WIEBKE_SANTOSH/20120620/Images_data_plate_maps/VAMP_DEG_ORANGE_20120620/Meas_01(2012-06-20_16-59-31)/Tabik/001007000.flex	TABIK	10	77	333	46
13012000	VAMP_DEG_BIN1_Pl65_20140327	Z:/WIEBKE_SANTOSH/20140327/image_data_plate_maps/VAMP_DEG_BIN1_Pl65_20140327/Meas_01(2014-03-27_19-11-34)/013012000.flex	TABIK	1	469	409	47
6023	2015-10-30 plate117	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate117-3/006023.flex	TABIK	3	76	129	47
15003000	VAMP_DEG_PL18_20131029	Z:/WIEBKE_SANTOSH/20131029/image_data_plate_maps/VAMP_DEG_PL18_20131029/Meas_01(2013-10-29_08-24-21)/015003000.flex	TABIK	8	89	395	47
14002000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/tabik/014002000.flex	TABIK	30	303	409	47
11015000	VAMP_DEG_BIN1_PL72_20140506	Z:/WIEBKE_SANTOSH/20140506/image_data_plate_maps/VAMP_DEG_BIN1_PL72_20140506/Meas_01(2014-05-06_07-36-43)/011015000.flex	TABIK	6	501	67	47
8007000	VAMP_DEG_20120807	Z:/OperaImages/WIEBKE_SANTOSH/20120807/Images_data_plate_maps/VAMP_DEG_20120807/Meas_01(2012-08-07_16-24-17)/tabik/008007000.flex	TABIK	16	493	255	48
10003000	VAMP_DEG_NOCOLOR_20120706	Z:/OperaImages/WIEBKE_SANTOSH/20120706/Images_data_plate_maps/VAMP_DEG_NOCOLOR_20120706/Meas_01(2012-07-06_13-38-43)/tabik/010003000.flex	TABIK	13	286	401	48
4001000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/tabik/004001000.flex	TABIK	8	413	447	48
7019000	VAMP_DEG_20120618	Z:/OperaImages/WIEBKE_SANTOSH/20120618/Images data (+ plate maps)/VAMP_DEG_20120618/Meas_01(2012-06-18_16-34-56)/Tabik/007019000.flex	TABIK	1	572	419	48
7011000	VAMP_DEG_BLUE_20120713	Z:/OperaImages/WIEBKE_SANTOSH/20120713/Images_data_plate_maps/VAMP_DEG_BLUE_20120713/Meas_01(2012-07-13_17-02-28)/tabik/007011000.flex	TABIK	10	96	351	48
11013000	VAMP_DEG_ORANGE_20130308	Z:/WIEBKE_SANTOSH/20130308/Images_data_plate_maps/VAMP_DEG_ORANGE_20130308/Meas_01(2013-03-08_14-52-24)/TABIK/011013000.flex	TABIK	20	152	448	49
2023	2015-10-30 plate117	Z:/WIEBKE_SANTOSH/Ottawa/2015-10-30 plate117/002023.flex	TABIK	18	304	401	49
12013000	VAMP_DEG_ORANGE_20130308	Z:/WIEBKE_SANTOSH/20130308/Images_data_plate_maps/VAMP_DEG_ORANGE_20130308/Meas_01(2013-03-08_14-52-24)/TABIK/012013000.flex	TABIK	2	615	382	49
5021000	VAMP_DEG_PL18_20131029	Z:/WIEBKE_SANTOSH/20131029/image_data_plate_maps/VAMP_DEG_PL18_20131029/Meas_01(2013-10-29_08-24-21)/005021000.flex	TABIK	14	544	69	49
7008000	VAMP_DEG_20120807	Z:/OperaImages/WIEBKE_SANTOSH/20120807/Images_data_plate_maps/VAMP_DEG_20120807/Meas_01(2012-08-07_16-24-17)/tabik/007008000.flex	TABIK	4	499	396	49
4001000	VAMP_DEG_20120816	Z:/OperaImages/WIEBKE_SANTOSH/20120816/Images_data_plate_maps/VAMP_DEG_20120816/Meas_01(2012-08-16_15-25-15)/tabik/004001000.flex	TABIK	8	413	447	50
13020000	VAMP_DEG_PL67_BIN1_20140415	Z:/WIEBKE_SANTOSH/20140415/image_data_plate_maps/VAMP_DEG_PL67_BIN1_20140415/Meas_01(2014-04-15_10-11-25)/013020000.flex	TABIK	9	89	447	50
7020000	VAMP_DEG_PL18_20131029	Z:/WIEBKE_SANTOSH/20131029/image_data_plate_maps/VAMP_DEG_PL18_20131029/Meas_01(2013-10-29_08-24-21)/007020000.flex	TABIK	8	583	104	50
